Size,Instance ID,Computing_time,Obj,Cmax,Delay
m,39,0.4338219165802002,1804.0,560.0,1244.0
m,40,0.3991150856018066,1606.0,476.0,1130.0
m,41,0.2702651023864746,2132.0,611.0,1521.0
m,42,0.2882232666015625,1806.0,523.0,1283.0
m,43,0.2539870738983154,1455.0,448.0,1007.0
m,44,0.2314600944519043,1838.0,566.0,1272.0
m,45,0.3269209861755371,1261.0,454.0,807.0
m,46,0.3928248882293701,1477.0,472.0,1005.0
m,47,0.2581140995025635,921.0,350.0,571.0
m,48,0.2884700298309326,1888.0,526.0,1362.0
m,49,0.2616817951202392,1757.0,450.0,1307.0
m,50,0.2861478328704834,2621.0,692.0,1929.0
l,0,,,,
l,1,0.5546121597290039,4126.0,829.0,3297.0
l,2,0.5683591365814209,3658.0,766.0,2892.0
l,3,0.5852978229522705,4595.0,830.0,3765.0
l,4,0.4951889514923095,4660.0,855.0,3805.0
l,5,0.5839159488677979,5584.0,893.0,4691.0
l,6,0.4384918212890625,4094.0,759.0,3335.0
l,7,0.6612598896026611,4319.0,855.0,3464.0
l,8,0.4371578693389892,3820.0,791.0,3029.0
l,9,0.4713287353515625,4522.0,847.0,3675.0
l,10,0.628788948059082,3892.0,709.0,3183.0
l,11,0.4342789649963379,3400.0,743.0,2657.0
l,12,0.7102289199829102,6336.0,971.0,5365.0
l,13,0.4420728683471679,3943.0,808.0,3135.0
l,14,0.4140439033508301,3384.0,717.0,2667.0
l,15,0.4717099666595459,5283.0,896.0,4387.0
l,16,0.4587149620056152,4150.0,751.0,3399.0
l,17,0.5268597602844238,5698.0,925.0,4773.0
l,18,0.5998470783233643,7525.0,1127.0,6398.0
l,19,0.5269908905029297,6123.0,1045.0,5078.0
l,20,0.5238461494445801,4869.0,843.0,4026.0
l,21,0.8027048110961914,6060.0,991.0,5069.0
l,22,0.496096134185791,4210.0,841.0,3369.0
l,23,0.632789134979248,5737.0,896.0,4841.0
l,24,0.3603341579437256,2869.0,633.0,2236.0
l,25,0.5670249462127686,4791.0,885.0,3906.0
l,26,0.6047539710998535,4009.0,798.0,3211.0
l,27,0.4940378665924072,4856.0,939.0,3917.0
l,28,0.5517020225524902,3859.0,775.0,3084.0
l,29,0.5691237449645996,4678.0,825.0,3853.0
l,30,0.6036980152130127,5742.0,989.0,4753.0
l,31,0.4659850597381592,4273.0,797.0,3476.0
l,32,0.644528865814209,5235.0,977.0,4258.0
l,33,0.835554838180542,6348.0,1075.0,5273.0
l,34,0.4707481861114502,4564.0,883.0,3681.0
l,35,0.5145108699798584,4666.0,811.0,3855.0
l,36,0.4837779998779297,4493.0,862.0,3631.0
l,37,0.5296151638031006,5337.0,964.0,4373.0
l,38,0.5522871017456055,5289.0,944.0,4345.0
l,39,0.5231919288635254,4525.0,869.0,3656.0
l,40,0.5255851745605469,6212.0,929.0,5283.0
l,41,0.4682888984680176,4059.0,753.0,3306.0
l,42,0.4515800476074219,3244.0,655.0,2589.0
l,43,0.5963971614837646,5868.0,943.0,4925.0
l,44,0.4548289775848388,3973.0,775.0,3198.0
l,45,0.3892889022827148,4672.0,894.0,3778.0
l,46,0.505911111831665,5634.0,981.0,4653.0
l,47,0.4318408966064453,4787.0,852.0,3935.0
l,48,0.4683823585510254,4506.0,861.0,3645.0
l,49,0.4004988670349121,3529.0,679.0,2850.0
l,50,0.4467248916625976,3992.0,753.0,3239.0
xl,0,,,,
xl,1,1.6108291149139404,20269.0,1966.0,18303.0
xl,2,0.9310071468353271,11807.0,1444.0,10363.0
xl,3,1.5220701694488523,23956.0,1927.0,22029.0
xl,4,1.1553452014923096,14033.0,1578.0,12455.0
xl,5,1.0859112739562988,13092.0,1486.0,11606.0
xl,6,1.5196809768676758,21679.0,1869.0,19810.0
xl,7,1.4675261974334717,21238.0,1869.0,19369.0
xl,8,1.9380288124084477,32672.0,2388.0,30284.0
xl,9,0.9403977394104004,11330.0,1426.0,9904.0
xl,10,1.0791492462158203,14742.0,1626.0,13116.0
xl,11,1.312726974487305,18630.0,1856.0,16774.0
xl,12,1.2447450160980225,14252.0,1548.0,12704.0
xl,13,1.211957931518555,16402.0,1674.0,14728.0
xl,14,1.773230791091919,23103.0,1991.0,21112.0
xl,15,1.5992488861083984,20501.0,1806.0,18695.0
xl,16,1.4870800971984863,21617.0,1882.0,19735.0
xl,17,1.878377914428711,24585.0,2045.0,22540.0
xl,18,1.4258382320404053,24206.0,2025.0,22181.0
xl,19,1.9147849082946775,27084.0,2044.0,25040.0
xl,20,2.3546831607818604,36494.0,2447.0,34047.0
xl,21,1.5527329444885254,23680.0,2062.0,21618.0
xl,22,1.5477666854858398,21206.0,1798.0,19408.0
xl,23,1.702699899673462,20400.0,1897.0,18503.0
xl,24,1.431898832321167,19486.0,1802.0,17684.0
xl,25,1.2707009315490725,16041.0,1713.0,14328.0
xl,26,1.3609721660614014,15458.0,1592.0,13866.0
xl,27,1.3287711143493652,19205.0,1721.0,17484.0
xl,28,2.181662082672119,33112.0,2253.0,30859.0
xl,29,1.8755011558532717,31611.0,2277.0,29334.0
xl,30,1.0014078617095947,16488.0,1634.0,14854.0
xl,31,1.7726800441741943,24560.0,1958.0,22602.0
xl,32,1.036905288696289,14470.0,1531.0,12939.0
xl,33,2.130316972732544,32169.0,2377.0,29792.0
xl,34,1.6956090927124023,25369.0,2040.0,23329.0
xl,35,2.3074328899383545,38415.0,2476.0,35939.0
xl,36,2.1250600814819336,29584.0,2236.0,27348.0
xl,37,1.4434711933135986,18265.0,1817.0,16448.0
xl,38,1.3881642818450928,19051.0,1773.0,17278.0
xl,39,1.626528024673462,24972.0,2119.0,22853.0
xl,40,2.12345290184021,34389.0,2523.0,31866.0
xl,41,1.056825876235962,13863.0,1469.0,12394.0
xl,42,1.6861698627471924,24564.0,1978.0,22586.0
xl,43,1.0307111740112305,14783.0,1675.0,13108.0
xl,44,1.10493803024292,13929.0,1484.0,12445.0
xl,45,1.8973510265350344,28945.0,2216.0,26729.0
xl,46,1.536566972732544,23338.0,1941.0,21397.0
xl,47,1.433020830154419,16120.0,1596.0,14524.0
xl,48,2.153805732727051,34346.0,2441.0,31905.0
xl,49,1.9251489639282229,29645.0,2240.0,27405.0
xl,50,1.133592128753662,16928.0,1712.0,15216.0
