Size,Instance ID,Computing_time,Obj,Cmax,Delay
s,0,,,,
s,1,9.79900360107422e-05,114.0,96.0,18.0
s,2,0.0003829002380371,329.0,187.0,142.0
s,3,0.0004169940948486,291.0,228.0,63.0
s,4,0.0002670288085937,236.0,188.0,48.0
s,5,0.0002267360687255,363.0,210.0,153.0
s,6,0.0003230571746826,608.0,267.0,341.0
s,7,0.0003080368041992,719.0,344.0,375.0
s,8,0.0002810955047607,711.0,314.0,397.0
s,9,0.000227928161621,502.0,198.0,304.0
s,10,0.0003368854522705,861.0,337.0,524.0
s,11,0.0003950595855712,665.0,282.0,383.0
s,12,0.0001389980316162,380.0,153.0,227.0
s,13,0.0004410743713378,636.0,309.0,327.0
s,14,0.0003468990325927,385.0,258.0,127.0
s,15,0.0001599788665771,263.0,180.0,83.0
s,16,0.0002338886260986,832.0,291.0,541.0
s,17,0.0001518726348876,253.0,176.0,77.0
s,18,0.0005159378051757,656.0,266.0,390.0
s,19,0.0003242492675781,591.0,264.0,327.0
s,20,0.000878095626831,1161.0,487.0,674.0
s,21,0.0001938343048095,339.0,241.0,98.0
s,22,0.0003859996795654,629.0,278.0,351.0
s,23,0.0006320476531982,553.0,239.0,314.0
s,24,0.0003178119659423,454.0,258.0,196.0
s,25,0.0001001358032226,225.0,162.0,63.0
s,26,0.0001819133758544,233.0,180.0,53.0
s,27,9.27448272705078e-05,157.0,115.0,42.0
s,28,0.0005021095275878,501.0,236.0,265.0
s,29,0.0002050399780273,326.0,191.0,135.0
s,30,0.0002038478851318,350.0,173.0,177.0
s,31,0.0001769065856933,689.0,292.0,397.0
s,32,0.0003209114074707,367.0,238.0,129.0
s,33,0.0001299381256103,237.0,158.0,79.0
s,34,0.0002000331878662,272.0,169.0,103.0
s,35,0.0004010200500488,611.0,315.0,296.0
s,36,0.0001170635223388,318.0,207.0,111.0
s,37,0.0001049041748046,194.0,145.0,49.0
s,38,0.0003290176391601,271.0,188.0,83.0
