Size,Instance ID,Computing_time,Obj,Cmax,Delay
l,9,0.2375562191009521,3962.0,777.0,3185.0
l,10,0.2053730487823486,3500.0,701.0,2799.0
l,11,0.2086977958679199,3247.0,725.0,2522.0
l,12,0.2629058361053467,5671.0,940.0,4731.0
l,13,0.2080268859863281,3727.0,788.0,2939.0
l,14,0.2041709423065185,3499.0,739.0,2760.0
l,15,0.2309110164642334,4703.0,848.0,3855.0
l,16,0.2274460792541504,4372.0,798.0,3574.0
l,17,0.2554123401641845,5639.0,942.0,4697.0
l,18,0.2878720760345459,7463.0,1110.0,6353.0
l,19,0.3794093132019043,5823.0,1007.0,4816.0
l,20,0.2409780025482177,4623.0,790.0,3833.0
l,21,0.306269884109497,5805.0,945.0,4860.0
l,22,0.2419900894165039,4345.0,845.0,3500.0
l,23,0.2828919887542724,5338.0,855.0,4483.0
l,24,0.1880009174346923,3017.0,659.0,2358.0
l,25,0.2688755989074707,4677.0,866.0,3811.0
l,26,0.2156050205230713,3814.0,758.0,3056.0
l,27,0.2356660366058349,4907.0,919.0,3988.0
l,28,0.2077491283416748,3605.0,688.0,2917.0
l,29,0.2754590511322021,4896.0,844.0,4052.0
l,30,0.2838120460510254,5869.0,998.0,4871.0
l,31,0.2323031425476074,4141.0,748.0,3393.0
l,32,0.2954747676849365,5219.0,961.0,4258.0
l,33,0.3142619132995605,6556.0,1059.0,5497.0
l,34,0.2283198833465576,4598.0,896.0,3702.0
l,35,0.2463448047637939,4556.0,866.0,3690.0
l,36,0.236328125,4407.0,863.0,3544.0
l,37,0.2593069076538086,5440.0,935.0,4505.0
l,38,0.2578940391540527,5235.0,934.0,4301.0
l,39,0.2588517665863037,4386.0,864.0,3522.0
l,40,0.2572131156921386,5647.0,876.0,4771.0
l,41,0.2240409851074218,3951.0,721.0,3230.0
l,42,0.2199399471282959,3215.0,662.0,2553.0
l,43,0.2778670787811279,5779.0,939.0,4840.0
l,44,0.2256009578704834,3561.0,777.0,2784.0
l,45,0.1865551471710205,4577.0,924.0,3653.0
l,46,0.2646181583404541,5625.0,990.0,4635.0
l,47,0.2100248336791992,4472.0,882.0,3590.0
l,48,0.2319350242614746,4557.0,825.0,3732.0
l,49,0.1882057189941406,3315.0,635.0,2680.0
l,50,0.2081282138824463,4093.0,796.0,3297.0
xl,1,0.655040979385376,19634.0,1927.0,17707.0
xl,2,0.4272530078887939,12055.0,1376.0,10679.0
xl,3,0.6023380756378174,22938.0,1834.0,21104.0
xl,4,0.4575009346008301,14346.0,1527.0,12819.0
xl,5,0.4977381229400635,12439.0,1455.0,10984.0
xl,6,0.6152219772338867,20672.0,1812.0,18860.0
xl,7,0.7181069850921631,19252.0,1796.0,17456.0
xl,8,0.7094430923461914,29986.0,2249.0,27737.0
xl,9,0.4191958904266357,10735.0,1389.0,9346.0
xl,10,0.4878079891204834,13507.0,1498.0,12009.0
xl,11,0.7061619758605957,17491.0,1738.0,15753.0
xl,12,0.4734129905700683,14198.0,1487.0,12711.0
xl,13,0.5032310485839844,15917.0,1616.0,14301.0
