job_id,operation_id,big,due_date,pos_time,status,blocked,op_type,processing_time,exe_mode,exe_start,delay
0,0,1,206,5,2,0,1,17,0,0,0
0,1,1,206,5,2,0,2,16,2,54,0
1,0,1,248,5,2,1,1,47,1,76,0
1,1,1,248,5,2,1,1,42,0,134,0
1,2,1,248,5,2,1,2,23,2,182,0
1,3,1,248,5,2,1,2,25,2,217,0
2,0,0,122,5,0,1,2,25,2,23,0
2,1,0,122,5,0,1,2,27,2,76,0
